Physicality,score
79,0.15000000000000002
80,0.15000000000000002
78,0.15000000000000002
84,0.15000000000000002
52,0.15000000000000002
74,0.15000000000000002
76,0.15000000000000002
78,0.15000000000000002
76,0.15000000000000002
51,0.15000000000000002
49,0.15000000000000002
44,0.15000000000000002
52,0.15000000000000002
47,0.15000000000000002
47,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
54,0.15000000000000002
35,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
56,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
46,0.15000000000000002
49,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
42,0.15000000000000002
46,0.15000000000000002
49,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
38,0.15000000000000002
42,0.15000000000000002
41,0.15000000000000002
50,0.15000000000000002
55,0.15000000000000002
49,0.15000000000000002
38,0.15000000000000002
37,0.15000000000000002
41,0.15000000000000002
37,0.15000000000000002
52,0.15000000000000002
46,0.15000000000000002
38,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
57,0.15000000000000002
41,0.15000000000000002
37,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
57,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
53,0.15000000000000002
36,0.15000000000000002
36,0.15000000000000002
49,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
54,0.15000000000000002
61,0.15000000000000002
39,0.15000000000000002
44,0.15000000000000002
46,0.15000000000000002
34,0.15000000000000002
48,0.15000000000000002
38,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
56,0.15000000000000002
56,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
42,0.15000000000000002
41,0.15000000000000002
58,0.15000000000000002
49,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
54,0.15000000000000002
44,0.15000000000000002
50,0.15000000000000002
38,0.15000000000000002
42,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
35,0.15000000000000002
43,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
49,0.15000000000000002
42,0.15000000000000002
45,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
36,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
34,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
47,0.15000000000000002
50,0.15000000000000002
50,0.15000000000000002
57,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
47,0.15000000000000002
37,0.15000000000000002
50,0.15000000000000002
49,0.15000000000000002
40,0.15000000000000002
35,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
47,0.15000000000000002
40,0.15000000000000002
53,0.15000000000000002
49,0.15000000000000002
36,0.15000000000000002
50,0.15000000000000002
41,0.15000000000000002
41,0.15000000000000002
50,0.15000000000000002
44,0.15000000000000002
50,0.15000000000000002
36,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
56,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
34,0.15000000000000002
52,0.15000000000000002
45,0.15000000000000002
52,0.15000000000000002
39,0.15000000000000002
46,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
37,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
44,0.15000000000000002
53,0.15000000000000002
49,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
37,0.15000000000000002
49,0.15000000000000002
52,0.15000000000000002
50,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
44,0.15000000000000002
50,0.15000000000000002
50,0.15000000000000002
44,0.15000000000000002
35,0.15000000000000002
54,0.15000000000000002
58,0.15000000000000002
35,0.15000000000000002
46,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
48,0.15000000000000002
50,0.15000000000000002
38,0.15000000000000002
47,0.15000000000000002
55,0.15000000000000002
46,0.15000000000000002
49,0.15000000000000002
57,0.15000000000000002
50,0.15000000000000002
50,0.15000000000000002
42,0.15000000000000002
50,0.15000000000000002
52,0.15000000000000002
35,0.15000000000000002
49,0.15000000000000002
37,0.15000000000000002
49,0.15000000000000002
32,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
35,0.15000000000000002
42,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
60,0.15000000000000002
36,0.15000000000000002
57,0.15000000000000002
44,0.15000000000000002
54,0.15000000000000002
59,0.15000000000000002
58,0.15000000000000002
53,0.15000000000000002
48,0.15000000000000002
43,0.15000000000000002
46,0.15000000000000002
53,0.15000000000000002
38,0.15000000000000002
60,0.15000000000000002
34,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
56,0.15000000000000002
48,0.15000000000000002
39,0.15000000000000002
59,0.15000000000000002
56,0.15000000000000002
50,0.15000000000000002
46,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
54,0.15000000000000002
45,0.15000000000000002
40,0.15000000000000002
54,0.15000000000000002
41,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
38,0.15000000000000002
48,0.15000000000000002
49,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
44,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
39,0.15000000000000002
55,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
40,0.15000000000000002
42,0.15000000000000002
44,0.15000000000000002
50,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
48,0.15000000000000002
48,0.15000000000000002
46,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
52,0.15000000000000002
41,0.15000000000000002
55,0.15000000000000002
46,0.15000000000000002
50,0.15000000000000002
52,0.15000000000000002
50,0.15000000000000002
42,0.15000000000000002
46,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
61,0.15000000000000002
44,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
47,0.15000000000000002
39,0.15000000000000002
44,0.15000000000000002
54,0.15000000000000002
49,0.15000000000000002
48,0.15000000000000002
36,0.15000000000000002
53,0.15000000000000002
42,0.15000000000000002
44,0.15000000000000002
32,0.15000000000000002
32,0.15000000000000002
57,0.15000000000000002
57,0.15000000000000002
41,0.15000000000000002
41,0.15000000000000002
54,0.15000000000000002
40,0.15000000000000002
42,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
43,0.15000000000000002
47,0.15000000000000002
62,0.15000000000000002
40,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
42,0.15000000000000002
42,0.15000000000000002
55,0.15000000000000002
38,0.15000000000000002
58,0.15000000000000002
47,0.15000000000000002
48,0.15000000000000002
63,0.15000000000000002
42,0.15000000000000002
60,0.15000000000000002
60,0.15000000000000002
45,0.15000000000000002
35,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
43,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
52,0.15000000000000002
48,0.15000000000000002
52,0.15000000000000002
42,0.15000000000000002
33,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
59,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
46,0.15000000000000002
43,0.15000000000000002
36,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
62,0.15000000000000002
53,0.15000000000000002
59,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
35,0.15000000000000002
46,0.15000000000000002
47,0.15000000000000002
46,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
36,0.15000000000000002
56,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
47,0.15000000000000002
58,0.15000000000000002
48,0.15000000000000002
40,0.15000000000000002
54,0.15000000000000002
52,0.15000000000000002
42,0.15000000000000002
44,0.15000000000000002
51,0.15000000000000002
55,0.15000000000000002
46,0.15000000000000002
48,0.15000000000000002
37,0.15000000000000002
53,0.15000000000000002
39,0.15000000000000002
48,0.15000000000000002
50,0.15000000000000002
54,0.15000000000000002
61,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
47,0.15000000000000002
38,0.15000000000000002
55,0.15000000000000002
38,0.15000000000000002
52,0.15000000000000002
48,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
62,0.15000000000000002
50,0.15000000000000002
48,0.15000000000000002
44,0.15000000000000002
57,0.15000000000000002
32,0.15000000000000002
53,0.15000000000000002
35,0.15000000000000002
42,0.15000000000000002
45,0.15000000000000002
57,0.15000000000000002
47,0.15000000000000002
37,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
36,0.15000000000000002
47,0.15000000000000002
40,0.15000000000000002
38,0.15000000000000002
29,0.15000000000000002
54,0.15000000000000002
59,0.15000000000000002
48,0.15000000000000002
55,0.15000000000000002
54,0.15000000000000002
59,0.15000000000000002
38,0.15000000000000002
54,0.15000000000000002
37,0.15000000000000002
56,0.15000000000000002
50,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
57,0.15000000000000002
63,0.15000000000000002
38,0.15000000000000002
49,0.15000000000000002
38,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
53,0.15000000000000002
36,0.15000000000000002
43,0.15000000000000002
59,0.15000000000000002
38,0.15000000000000002
55,0.15000000000000002
41,0.15000000000000002
47,0.15000000000000002
52,0.15000000000000002
48,0.15000000000000002
55,0.15000000000000002
48,0.15000000000000002
37,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
49,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
56,0.15000000000000002
51,0.15000000000000002
44,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
46,0.15000000000000002
38,0.15000000000000002
47,0.15000000000000002
50,0.15000000000000002
37,0.15000000000000002
50,0.15000000000000002
58,0.15000000000000002
43,0.15000000000000002
53,0.15000000000000002
40,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
46,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
43,0.15000000000000002
57,0.15000000000000002
42,0.15000000000000002
50,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
42,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
51,0.15000000000000002
45,0.15000000000000002
48,0.15000000000000002
53,0.15000000000000002
59,0.15000000000000002
47,0.15000000000000002
40,0.15000000000000002
35,0.15000000000000002
54,0.15000000000000002
39,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
50,0.15000000000000002
45,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
58,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
44,0.15000000000000002
54,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
40,0.15000000000000002
45,0.15000000000000002
54,0.15000000000000002
42,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
47,0.15000000000000002
48,0.15000000000000002
43,0.15000000000000002
55,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
40,0.15000000000000002
33,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
38,0.15000000000000002
47,0.15000000000000002
57,0.15000000000000002
45,0.15000000000000002
53,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
36,0.15000000000000002
48,0.15000000000000002
52,0.15000000000000002
49,0.15000000000000002
45,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
48,0.15000000000000002
50,0.15000000000000002
49,0.15000000000000002
55,0.15000000000000002
48,0.15000000000000002
42,0.15000000000000002
55,0.15000000000000002
51,0.15000000000000002
55,0.15000000000000002
46,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
41,0.15000000000000002
59,0.15000000000000002
56,0.15000000000000002
44,0.15000000000000002
49,0.15000000000000002
58,0.15000000000000002
55,0.15000000000000002
57,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
37,0.15000000000000002
50,0.15000000000000002
55,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
56,0.15000000000000002
35,0.15000000000000002
50,0.15000000000000002
55,0.15000000000000002
48,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
31,0.15000000000000002
51,0.15000000000000002
55,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
31,0.15000000000000002
44,0.15000000000000002
50,0.15000000000000002
39,0.15000000000000002
55,0.15000000000000002
47,0.15000000000000002
51,0.15000000000000002
58,0.15000000000000002
50,0.15000000000000002
47,0.15000000000000002
56,0.15000000000000002
52,0.15000000000000002
37,0.15000000000000002
37,0.15000000000000002
49,0.15000000000000002
56,0.15000000000000002
50,0.15000000000000002
38,0.15000000000000002
54,0.15000000000000002
36,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
35,0.15000000000000002
50,0.15000000000000002
56,0.15000000000000002
59,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
34,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
37,0.15000000000000002
36,0.15000000000000002
50,0.15000000000000002
36,0.15000000000000002
47,0.15000000000000002
42,0.15000000000000002
42,0.15000000000000002
54,0.15000000000000002
36,0.15000000000000002
58,0.15000000000000002
55,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
48,0.15000000000000002
52,0.15000000000000002
55,0.15000000000000002
56,0.15000000000000002
48,0.15000000000000002
57,0.15000000000000002
61,0.15000000000000002
38,0.15000000000000002
49,0.15000000000000002
37,0.15000000000000002
60,0.15000000000000002
42,0.15000000000000002
47,0.15000000000000002
50,0.15000000000000002
47,0.15000000000000002
54,0.15000000000000002
57,0.15000000000000002
49,0.15000000000000002
35,0.15000000000000002
41,0.15000000000000002
48,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
39,0.15000000000000002
44,0.15000000000000002
58,0.15000000000000002
60,0.15000000000000002
40,0.15000000000000002
58,0.15000000000000002
38,0.15000000000000002
46,0.15000000000000002
58,0.15000000000000002
38,0.15000000000000002
49,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
45,0.15000000000000002
40,0.15000000000000002
50,0.15000000000000002
49,0.15000000000000002
49,0.15000000000000002
52,0.15000000000000002
57,0.15000000000000002
48,0.15000000000000002
41,0.15000000000000002
49,0.15000000000000002
54,0.15000000000000002
48,0.15000000000000002
49,0.15000000000000002
53,0.15000000000000002
47,0.15000000000000002
39,0.15000000000000002
56,0.15000000000000002
41,0.15000000000000002
51,0.15000000000000002
42,0.15000000000000002
50,0.15000000000000002
58,0.15000000000000002
53,0.15000000000000002
57,0.15000000000000002
51,0.15000000000000002
47,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
45,0.15000000000000002
47,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
38,0.15000000000000002
47,0.15000000000000002
43,0.15000000000000002
46,0.15000000000000002
59,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
54,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
45,0.15000000000000002
36,0.15000000000000002
60,0.15000000000000002
53,0.15000000000000002
45,0.15000000000000002
59,0.15000000000000002
45,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
38,0.15000000000000002
53,0.15000000000000002
38,0.15000000000000002
56,0.15000000000000002
38,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
57,0.15000000000000002
45,0.15000000000000002
53,0.15000000000000002
39,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
58,0.15000000000000002
39,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
55,0.15000000000000002
42,0.15000000000000002
33,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
42,0.15000000000000002
43,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
59,0.15000000000000002
55,0.15000000000000002
44,0.15000000000000002
57,0.15000000000000002
56,0.15000000000000002
61,0.15000000000000002
53,0.15000000000000002
56,0.15000000000000002
56,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
61,0.15000000000000002
55,0.15000000000000002
59,0.15000000000000002
58,0.15000000000000002
59,0.15000000000000002
58,0.15000000000000002
57,0.15000000000000002
55,0.15000000000000002
50,0.15000000000000002
51,0.15000000000000002
32,0.15000000000000002
60,0.15000000000000002
50,0.15000000000000002
48,0.15000000000000002
55,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
61,0.15000000000000002
55,0.15000000000000002
35,0.15000000000000002
44,0.15000000000000002
53,0.15000000000000002
55,0.15000000000000002
47,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
51,0.15000000000000002
51,0.15000000000000002
48,0.15000000000000002
58,0.15000000000000002
56,0.15000000000000002
45,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
43,0.15000000000000002
54,0.15000000000000002
52,0.15000000000000002
50,0.15000000000000002
54,0.15000000000000002
58,0.15000000000000002
57,0.15000000000000002
53,0.15000000000000002
35,0.15000000000000002
53,0.15000000000000002
49,0.15000000000000002
51,0.15000000000000002
46,0.15000000000000002
45,0.15000000000000002
56,0.15000000000000002
39,0.15000000000000002
57,0.15000000000000002
46,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
43,0.15000000000000002
48,0.15000000000000002
44,0.15000000000000002
55,0.15000000000000002
53,0.15000000000000002
53,0.15000000000000002
50,0.15000000000000002
47,0.15000000000000002
51,0.15000000000000002
58,0.15000000000000002
46,0.15000000000000002
49,0.15000000000000002
55,0.15000000000000002
50,0.15000000000000002
62,0.15000000000000002
55,0.15000000000000002
43,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
58,0.15000000000000002
52,0.15000000000000002
58,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
52,0.15000000000000002
59,0.15000000000000002
40,0.15000000000000002
50,0.15000000000000002
58,0.15000000000000002
53,0.15000000000000002
45,0.15000000000000002
47,0.15000000000000002
47,0.15000000000000002
58,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
40,0.15000000000000002
56,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
48,0.15000000000000002
52,0.15000000000000002
35,0.15000000000000002
52,0.15000000000000002
66,0.15000000000000002
54,0.15000000000000002
62,0.15000000000000002
53,0.15000000000000002
47,0.15000000000000002
66,0.15000000000000002
45,0.15000000000000002
51,0.15000000000000002
62,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
56,0.15000000000000002
65,0.15000000000000002
49,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
36,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
48,0.15000000000000002
35,0.15000000000000002
41,0.15000000000000002
46,0.15000000000000002
55,0.15000000000000002
43,0.15000000000000002
52,0.15000000000000002
56,0.15000000000000002
52,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
53,0.15000000000000002
58,0.15000000000000002
57,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
43,0.15000000000000002
56,0.15000000000000002
49,0.15000000000000002
37,0.15000000000000002
48,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
48,0.15000000000000002
49,0.15000000000000002
61,0.15000000000000002
57,0.15000000000000002
55,0.15000000000000002
32,0.15000000000000002
51,0.15000000000000002
45,0.15000000000000002
40,0.15000000000000002
54,0.15000000000000002
39,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
42,0.15000000000000002
40,0.15000000000000002
42,0.15000000000000002
51,0.15000000000000002
42,0.15000000000000002
49,0.15000000000000002
63,0.15000000000000002
37,0.15000000000000002
37,0.15000000000000002
53,0.15000000000000002
46,0.15000000000000002
55,0.15000000000000002
39,0.15000000000000002
56,0.15000000000000002
46,0.15000000000000002
55,0.15000000000000002
48,0.15000000000000002
39,0.15000000000000002
54,0.15000000000000002
44,0.15000000000000002
41,0.15000000000000002
54,0.15000000000000002
57,0.15000000000000002
62,0.15000000000000002
52,0.15000000000000002
61,0.15000000000000002
41,0.15000000000000002
57,0.15000000000000002
52,0.15000000000000002
42,0.15000000000000002
52,0.15000000000000002
58,0.15000000000000002
52,0.15000000000000002
53,0.15000000000000002
52,0.15000000000000002
57,0.15000000000000002
39,0.15000000000000002
64,0.15000000000000002
60,0.15000000000000002
57,0.15000000000000002
55,0.15000000000000002
39,0.15000000000000002
42,0.15000000000000002
38,0.15000000000000002
33,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
58,0.15000000000000002
36,0.15000000000000002
57,0.15000000000000002
63,0.15000000000000002
38,0.15000000000000002
53,0.15000000000000002
61,0.15000000000000002
40,0.15000000000000002
64,0.15000000000000002
50,0.15000000000000002
53,0.15000000000000002
56,0.15000000000000002
57,0.15000000000000002
42,0.15000000000000002
48,0.15000000000000002
60,0.15000000000000002
59,0.15000000000000002
62,0.15000000000000002
59,0.15000000000000002
51,0.15000000000000002
64,0.15000000000000002
62,0.15000000000000002
60,0.15000000000000002
54,0.15000000000000002
44,0.15000000000000002
58,0.15000000000000002
38,0.15000000000000002
51,0.15000000000000002
57,0.15000000000000002
60,0.15000000000000002
53,0.15000000000000002
51,0.15000000000000002
44,0.15000000000000002
39,0.15000000000000002
55,0.15000000000000002
56,0.15000000000000002
50,0.15000000000000002
45,0.15000000000000002
51,0.15000000000000002
48,0.15000000000000002
57,0.15000000000000002
54,0.15000000000000002
57,0.15000000000000002
53,0.15000000000000002
56,0.15000000000000002
52,0.15000000000000002
41,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
52,0.15000000000000002
52,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
62,0.15000000000000002
37,0.15000000000000002
58,0.15000000000000002
54,0.15000000000000002
57,0.15000000000000002
53,0.15000000000000002
37,0.15000000000000002
63,0.15000000000000002
52,0.15000000000000002
57,0.15000000000000002
51,0.15000000000000002
54,0.15000000000000002
56,0.15000000000000002
58,0.15000000000000002
46,0.15000000000000002
51,0.15000000000000002
60,0.15000000000000002
44,0.15000000000000002
57,0.15000000000000002
59,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
39,0.15000000000000002
54,0.15000000000000002
54,0.15000000000000002
44,0.15000000000000002
38,0.15000000000000002
58,0.15000000000000002
58,0.15000000000000002
56,0.15000000000000002
57,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
49,0.15000000000000002
40,0.15000000000000002
44,0.15000000000000002
34,0.15000000000000002
52,0.15000000000000002
57,0.15000000000000002
38,0.15000000000000002
55,0.15000000000000002
61,0.15000000000000002
57,0.15000000000000002
55,0.15000000000000002
43,0.15000000000000002
56,0.15000000000000002
59,0.15000000000000002
53,0.15000000000000002
54,0.15000000000000002
40,0.15000000000000002
43,0.15000000000000002
54,0.15000000000000002
50,0.15000000000000002
55,0.15000000000000002
42,0.15000000000000002
58,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
51,0.15000000000000002
50,0.15000000000000002
58,0.15000000000000002
56,0.15000000000000002
54,0.15000000000000002
55,0.15000000000000002
55,0.15000000000000002
60,0.15000000000000002
56,0.15000000000000002
55,0.15000000000000002
49,0.15000000000000002
38,0.15000000000000002
44,0.15000000000000002
54,0.15000000000000002
44,0.15000000000000002
44,0.15000000000000002
55,0.15000000000000002
60,0.15000000000000002
45,0.15000000000000002
59,0.15000000000000002
